ds,product_id,customer_state,n_orders,qty,cancel_qty,revenue,avg_price,avg_freight,n_sellers,pay_total_avg,inst_avg,inst_max,share_credit_card,share_boleto,share_voucher,share_debit_card,dow,month,week_of_year,qty_lag_1,qty_lag_7,qty_lag_14,qty_lag_28,qty_roll_mean_7,qty_roll_mean_28,cancel_lag_1,cancel_lag_7,cancel_lag_14
2017-04-03,3cc4b421c1f28dd22e86fc4aaafb600e,SP,1,1,0,93.04,79.9,13.14,1,279.12,2.0,2.0,1.0,0.0,0.0,0.0,1,4,14,,,,,1.0,1.0,,,
2017-04-03,413fa9f96b1e08ca73401f596e63dae4,RJ,1,1,0,33.099999999999994,18.99,14.11,1,33.1,1.0,1.0,0.0,1.0,0.0,0.0,1,4,14,,,,,1.0,1.0,,,
2017-04-03,42a2bd596fda1baef5719cb74f73030c,SP,1,1,0,93.04,79.9,13.14,1,279.12,2.0,2.0,1.0,0.0,0.0,0.0,1,4,14,,,,,1.0,1.0,,,
2017-04-03,42c3b322d319a613dae422ea4087995e,SP,1,1,0,139.36,125.9,13.46,1,139.36,2.0,2.0,1.0,0.0,0.0,0.0,1,4,14,,,,,1.0,1.0,,,
2017-04-03,4563d900cd3080ee4854e36ea7d0f156,RJ,1,1,0,45.95,29.9,16.05,1,45.95,1.0,1.0,0.0,1.0,0.0,0.0,1,4,14,,,,,1.0,1.0,,,
2017-04-03,48270bcc7097939dcf14a537d7128054,RJ,1,1,0,23.240000000000002,13.9,9.34,1,23.24,1.0,1.0,0.0,1.0,0.0,0.0,1,4,14,,,,,1.0,1.0,,,
2017-04-03,4845d1421cd53de09a405f5f869add3c,SP,1,1,0,128.61,109.9,18.71,1,194.96,1.0,1.0,0.0,1.0,0.0,0.0,1,4,14,,,,,1.0,1.0,,,
2017-04-03,50147c350ddbaff0646aeac455c7473e,SP,1,1,0,129.73000000000002,119.9,9.83,1,129.73,3.0,3.0,1.0,0.0,0.0,0.0,1,4,14,,,1.0,,1.0,1.0,,,0.0
2017-04-03,574597aaf385996112490308e37399ce,SP,1,1,0,63.12,49.0,14.12,1,63.12,1.0,1.0,0.0,0.0,0.0,1.0,1,4,14,,,,,1.0,1.0,,,
2017-04-03,5e2ba75ad255ff60b1c76c5bf526ae9b,MG,1,1,0,84.56,69.9,14.66,1,84.56,1.0,1.0,0.0,1.0,0.0,0.0,1,4,14,,,,,1.0,1.0,,,
2017-04-03,5eb564652db742ff8f28759cd8d2652a,RJ,1,1,0,43.519999999999996,29.0,14.52,1,43.52,1.0,1.0,1.0,0.0,0.0,0.0,1,4,14,,,,,1.0,1.0,,,
2017-04-03,624b5655a9d76b5a0e7d780dc4733887,SP,1,1,0,45.95,34.99,10.96,1,45.95,1.0,1.0,0.0,1.0,0.0,0.0,1,4,14,,,,,1.0,1.0,,,
2017-04-03,6c1df9c08e8cb7237269358cf39e9c3e,RJ,1,1,0,121.8,92.96,28.84,1,121.8,10.0,10.0,1.0,0.0,0.0,0.0,1,4,14,,,,,1.0,1.0,,,
2017-04-03,6c303fe9c97ae8c712b2a23cfbcdcbe5,RJ,1,1,0,40.120000000000005,24.07,16.05,1,40.12,1.0,1.0,1.0,0.0,0.0,0.0,1,4,14,,,,,1.0,1.0,,,
2017-04-03,71fddf41cc1719c5550ebc5d0ab86357,SP,1,1,0,21.87,10.91,10.96,1,21.87,1.0,1.0,0.0,1.0,0.0,0.0,1,4,14,,,,,1.0,1.0,,,
2017-04-03,73bc42701d50d3c0673b38ea8fbe2e32,SP,1,2,0,702.48,315.99,35.25,1,702.48,8.0,8.0,1.0,0.0,0.0,0.0,1,4,14,,,,,2.0,2.0,,,
2017-04-03,74ab21b84ab4ccc188721da75b439526,BA,1,1,0,2111.57,1964.0,147.57,1,2111.57,1.0,1.0,0.0,1.0,0.0,0.0,1,4,14,,,,,1.0,1.0,,,
2017-04-03,78b7b1ff2d3f06a589354ddf2f4f9db3,RN,1,1,0,319.44,292.9,26.54,1,319.44,10.0,10.0,1.0,0.0,0.0,0.0,1,4,14,,,,,1.0,1.0,,,
2017-04-03,78b7b1ff2d3f06a589354ddf2f4f9db3,SP,1,1,0,309.12,292.9,16.22,1,309.12,4.0,4.0,1.0,0.0,0.0,0.0,1,4,14,,,,,1.0,1.0,,,
2017-04-03,7c1bd920dbdf22470b68bde975dd3ccf,RS,1,1,0,81.13999999999999,64.99,16.15,1,81.14,8.0,8.0,1.0,0.0,0.0,0.0,1,4,14,,,,,1.0,1.0,,,
2017-04-03,7d78cbee891d98c76028e3008a230712,MG,1,1,0,41.86,30.9,10.96,1,41.86,1.0,1.0,1.0,0.0,0.0,0.0,1,4,14,,,,,1.0,1.0,,,
2017-04-03,7e0dc102074f8285580c9777f79c90cf,PR,1,1,0,49.42,34.9,14.52,1,49.42,1.0,1.0,0.0,1.0,0.0,0.0,1,4,14,,,,,1.0,1.25,,,
2017-04-03,7e0dc102074f8285580c9777f79c90cf,RS,1,1,0,50.95,34.9,16.05,1,50.95,1.0,1.0,1.0,0.0,0.0,0.0,1,4,14,,,,,1.0,1.25,,,
2017-04-03,880be32f4db1d9f6e2bec38fb6ac23ab,SP,1,1,0,53.95,42.99,10.96,1,53.95,1.0,1.0,1.0,0.0,0.0,0.0,1,4,14,,,,1.0,1.0,1.0,,,
2017-04-03,88a1223b29fac4c3abef8d1369dbbaea,SC,1,1,0,78.71000000000001,59.0,19.71,1,78.71,7.0,7.0,1.0,0.0,0.0,0.0,1,4,14,,,,,1.0,1.0,,,
2017-04-03,8c5876b1c7768217964f353bc7e64393,RJ,1,1,0,63.519999999999996,49.0,14.52,1,63.52,1.0,1.0,1.0,0.0,0.0,0.0,1,4,14,,,,,1.0,1.0,,,
2017-04-03,91b08d34d0ba4db44da2dc382867ba49,SP,1,1,0,21.950000000000003,10.99,10.96,1,21.95,2.0,2.0,1.0,0.0,0.0,0.0,1,4,14,,,,,1.0,1.0,,,
2017-04-03,9437358367868e28d75ce47e393eef99,SP,1,1,0,130.26,110.0,20.26,1,130.26,1.0,1.0,1.0,0.0,0.0,0.0,1,4,14,,,,,1.0,1.0,,,
2017-04-03,95bc2131ece03edd6623b82c80db02bb,BA,1,1,0,120.14,99.0,21.14,1,120.14,1.0,1.0,1.0,0.0,0.0,0.0,1,4,14,,,,,1.0,1.0,,,
2017-04-03,96b98d97d2ecc26af3bc439935d9dc46,SP,1,1,0,133.47,119.9,13.57,1,133.47,4.0,4.0,1.0,0.0,0.0,0.0,1,4,14,1.0,,,,1.0,1.0,0.0,,
2017-04-03,98b22c1129886cbd7fcae69d1c93e442,SP,1,1,0,93.04,79.9,13.14,1,279.12,2.0,2.0,1.0,0.0,0.0,0.0,1,4,14,,,,,1.0,1.0,,,
2017-04-03,99a4788cb24856965c36a24e339b6058,RJ,1,1,0,104.7,89.9,14.8,1,104.7,1.0,1.0,1.0,0.0,0.0,0.0,1,4,14,,,1.0,,1.0,1.0,,,0.0
2017-04-03,a35a9f46dcee0a67c8c7ad8493eb4135,RS,1,1,0,48.3,27.9,20.4,1,48.3,1.0,1.0,1.0,0.0,0.0,0.0,1,4,14,,,,,1.0,1.0,,,
2017-04-03,a35a9f46dcee0a67c8c7ad8493eb4135,SP,1,1,0,42.42,27.9,14.52,1,42.42,1.0,1.0,0.0,1.0,0.0,0.0,1,4,14,,,,,1.0,1.0,,,
2017-04-03,a5f51ebc52e3337c55235f2e9d3e3acc,RJ,1,1,0,91.61000000000001,76.9,14.71,1,91.61,3.0,3.0,1.0,0.0,0.0,0.0,1,4,14,,,,,1.0,1.0,,,
2017-04-03,a632b5621f2a0e69800b6d491f5a20e9,PA,1,1,0,162.13,129.9,32.23,1,162.13,12.0,12.0,1.0,0.0,0.0,0.0,1,4,14,,,,,1.0,1.0,,,
2017-04-03,a77e013f372e02ec1490a7018244acce,RJ,1,1,0,77.1,62.9,14.2,1,77.1,7.0,7.0,1.0,0.0,0.0,0.0,1,4,14,,,,,1.0,1.0,,,
2017-04-03,a8fe47ad6f852f93cc92c7b408687de3,DF,1,1,0,92.11000000000001,72.9,19.21,1,92.11,1.0,1.0,0.0,1.0,0.0,0.0,1,4,14,,,,,1.0,1.0,,,
2017-04-03,aa8dbe0ebad6906e9253479e1027185e,SP,1,1,0,66.67,54.9,11.77,1,66.67,6.0,6.0,1.0,0.0,0.0,0.0,1,4,14,,,,,1.0,1.0,,,
2017-04-03,ab40c45cb88545d5efa2679b30cec4c3,BA,1,6,0,204.24,14.99,19.05,1,204.24,10.0,10.0,1.0,0.0,0.0,0.0,1,4,14,,,,,6.0,6.0,,,
2017-04-03,aba86c093ccdbac75b09111d57e50004,SP,1,1,0,141.12,129.6,11.52,1,141.12,1.0,1.0,0.0,1.0,0.0,0.0,1,4,14,,,,1.0,1.0,1.3333333333333333,,,
2017-04-03,abe6b1e401ce596ad0c493aeedb488a4,GO,1,1,0,47.09,29.9,17.19,1,47.09,1.0,1.0,0.0,1.0,0.0,0.0,1,4,14,,,,,1.0,1.0,,,
2017-04-03,afd48a6768e0b8b490d48c5eda08767e,MG,1,1,0,77.16,59.9,17.26,1,77.16,1.0,1.0,1.0,0.0,0.0,0.0,1,4,14,,,,,1.0,1.0,,,
2017-04-03,b0961721fd839e9982420e807758a2a6,MG,1,4,0,308.24,59.9,17.16,1,308.24,8.0,8.0,1.0,0.0,0.0,0.0,1,4,14,,,,,4.0,4.0,,,
2017-04-03,b8355aca8662d7e0c913ed67412d8ecc,RS,1,1,0,52.09,34.9,17.19,1,52.09,2.0,2.0,1.0,0.0,0.0,0.0,1,4,14,,,,,1.0,1.0,,,
2017-04-03,bf35317e81a1e1477a2256328bce9e9f,MG,1,1,0,71.56,56.99,14.57,1,71.56,3.0,3.0,1.0,0.0,0.0,0.0,1,4,14,,,,,1.0,1.0,,,
2017-04-03,bfebe3af6798e21f14c80263db86b7a0,SC,1,1,0,330.27,313.9,16.37,1,330.27,8.0,8.0,1.0,0.0,0.0,0.0,1,4,14,,,,,1.0,1.0,,,
2017-04-03,c1488892604e4ba5cff5b4eb4d595400,SP,2,2,0,108.12,38.5,15.56,1,54.06,3.0,5.0,1.0,0.0,0.0,0.0,1,4,14,,,,1.0,2.0,2.0,,,
2017-04-03,c403e106353e1aa40efe783ecb39ed7a,ES,1,2,0,101.9,34.9,16.05,1,101.9,10.0,10.0,1.0,0.0,0.0,0.0,1,4,14,,,,,2.0,2.0,,,
2017-04-03,cb9650b0b86415106d480099a14b9d6d,SP,1,1,0,67.95,54.99,12.96,1,67.95,1.0,1.0,1.0,0.0,0.0,0.0,1,4,14,,,,,1.0,1.0,,,
2017-04-03,cfe6e9c01d0bbb5df9a75f0e3286baa9,SP,1,1,0,127.51,110.0,17.51,1,127.51,1.0,1.0,1.0,0.0,0.0,0.0,1,4,14,,,,,1.0,1.0,,,
2017-04-03,db25a58a5da5dfe2fd19f2604491bd27,MG,1,1,0,66.59,49.5,17.09,1,66.59,5.0,5.0,1.0,0.0,0.0,0.0,1,4,14,,,,,1.0,1.0,,,
2017-04-03,dbb4ce89c8ed5fb6fd901e2e51093179,SP,1,1,0,99.35,84.99,14.36,1,99.35,3.0,3.0,1.0,0.0,0.0,0.0,1,4,14,,,,,1.0,1.125,,,
2017-04-03,dd60cac04e6bcbc919cb1c7dcc473211,MG,1,1,0,44.42,29.9,14.52,1,44.42,4.0,4.0,1.0,0.0,0.0,0.0,1,4,14,,,,,1.0,1.0,,,
2017-04-03,e034d967d446f193a9d72f30a282c312,MG,1,1,0,589.2,570.0,19.2,1,589.2,1.0,1.0,0.0,1.0,0.0,0.0,1,4,14,,,,,1.0,1.0,,,
2017-04-03,e0bb3159111d86828b5caef8725ff055,RS,1,2,0,240.6,101.0,19.3,1,240.6,1.0,1.0,1.0,0.0,0.0,0.0,1,4,14,,,,,2.0,2.0,,,
2017-04-03,e0d64dcfaa3b6db5c54ca298ae101d05,PA,1,1,0,283.66,255.61,28.05,1,283.66,8.0,8.0,1.0,0.0,0.0,0.0,1,4,14,,,,,1.0,1.0,,,
2017-04-03,e1ea2e133d4ca99d20c365d4e3173989,SP,1,1,0,39.96,29.0,10.96,1,39.96,1.0,1.0,1.0,0.0,0.0,0.0,1,4,14,,,,,1.0,1.0,,,
2017-04-03,e20b58fe57d487f33247e6cc1154eb9c,RS,1,1,0,123.27000000000001,103.95,19.32,1,123.27,1.0,1.0,0.0,1.0,0.0,0.0,1,4,14,,,,,1.0,1.0,,,
2017-04-03,e4176515d2055eb7771645c597f8b40c,ES,1,1,0,50.95,34.9,16.05,1,50.95,1.0,1.0,0.0,1.0,0.0,0.0,1,4,14,,,,,1.0,1.0,,,
2017-04-03,e5ea77a1575b40961598bca64f081976,AM,1,1,0,135.16,109.9,25.26,1,135.16,5.5,10.0,0.5,0.0,0.5,0.0,1,4,14,,,,,1.0,1.0,,,
2017-04-03,e891d4a9622cae3b9fc2ec558bda155b,SP,1,1,0,43.05,27.0,16.05,1,43.05,1.0,1.0,1.0,0.0,0.0,0.0,1,4,14,,,,,1.0,1.6666666666666667,,,
2017-04-03,e9a69340883a438c3f91739d14d3a56d,DF,1,1,0,197.52,169.9,27.62,1,197.52,1.0,1.0,0.0,1.0,0.0,0.0,1,4,14,,,,,1.0,1.0,,,
2017-04-03,e9a69340883a438c3f91739d14d3a56d,SP,1,1,0,192.56,169.9,22.66,1,192.56,8.0,8.0,1.0,0.0,0.0,0.0,1,4,14,,,,,1.0,1.0,,,
2017-04-03,f05901e010ebaa3924276751a35e6004,SP,1,1,0,66.35,59.9,6.45,1,194.96,1.0,1.0,0.0,1.0,0.0,0.0,1,4,14,,,,,1.0,1.0,,,
2017-04-03,f74eb9bc847b5e5e906e5e214bb451b8,SP,1,1,0,57.64,45.9,11.74,1,57.64,1.0,1.0,1.0,0.0,0.0,0.0,1,4,14,,,,,1.0,1.0,,,
2017-04-03,fb783e3e545937820b57fe539b2c5a6c,RJ,1,1,0,107.27000000000001,89.9,17.37,1,107.27,1.0,1.0,1.0,0.0,0.0,0.0,1,4,14,,,,,1.0,1.0,,,
2017-04-03,fbb1cfc2810efabf3235eccf4530f4ae,SP,1,1,0,60.46,44.9,15.56,1,60.46,1.0,1.0,0.0,1.0,0.0,0.0,1,4,14,,,,,1.0,1.0,,,
2017-04-04,00ab8a8b9fe219511dc3f178c6d79698,SP,1,1,0,106.77,89.99,16.78,1,106.77,6.0,6.0,1.0,0.0,0.0,0.0,2,4,14,,,,,1.0,1.0,,,
2017-04-04,037a23831f142c505b119215d92eaf7e,SP,1,1,0,140.13,119.99,20.14,1,140.13,2.0,2.0,1.0,0.0,0.0,0.0,2,4,14,,,,,1.0,1.0,,,
2017-04-04,095ccd4cb27e35ee43f12dd18fa26c04,SP,1,1,0,43.95,27.9,16.05,1,43.95,1.0,1.0,0.3333333333333333,0.0,0.6666666666666666,0.0,2,4,14,,,,,1.0,1.0,,,
2017-04-04,0dc7ffb1ae1ce3ad090cd7c467d09230,RJ,1,1,0,207.06,189.0,18.06,1,207.06,9.0,9.0,1.0,0.0,0.0,0.0,2,4,14,,,,,1.0,1.0,,,
2017-04-04,0e87ff05afa3ddd73b7920ff4587e0a4,SE,1,1,0,231.99,199.0,32.99,1,231.99,4.0,4.0,1.0,0.0,0.0,0.0,2,4,14,,,,,1.0,1.0,,,
2017-04-04,0efc91aa52d1f0669126d3000a94279b,SP,1,1,0,114.78999999999999,98.99,15.8,1,114.79,1.0,1.0,0.0,1.0,0.0,0.0,2,4,14,,,,,1.0,1.0,,,
2017-04-04,151f6da73d1f11e1a75553f0281d19dd,PE,1,1,0,73.84,49.0,24.84,1,73.84,1.0,1.0,0.0,1.0,0.0,0.0,2,4,14,,,,,1.0,1.0,,,
2017-04-04,17c4bd4269902c84acc14c497f282ddb,BA,1,2,0,625.4,299.99,12.71,1,625.4,6.0,6.0,1.0,0.0,0.0,0.0,2,4,14,,,,,1.5,1.5,,,
2017-04-04,1ac8f5283525f67f04345f07c167ba80,CE,1,1,0,243.98000000000002,210.9,33.08,1,243.98,2.0,2.0,1.0,0.0,0.0,0.0,2,4,14,,,,,1.0,1.0,,,
2017-04-04,1b1bde24cbdf36a390e1abd717b2f7b0,RS,1,1,0,34.95,18.9,16.05,1,34.95,2.0,2.0,1.0,0.0,0.0,0.0,2,4,14,,,,,1.0,1.0,,,
2017-04-04,1eb85357e22bf0c8c2a6f10eafad8423,RJ,1,1,0,304.73999999999995,285.9,18.84,1,304.74,2.0,2.0,1.0,0.0,0.0,0.0,2,4,14,,,,,1.0,1.0,,,
2017-04-04,1eb85357e22bf0c8c2a6f10eafad8423,SP,1,1,0,303.10999999999996,285.9,17.21,1,303.11,1.0,1.0,1.0,0.0,0.0,0.0,2,4,14,,1.0,,,1.0,1.0,,0.0,
2017-04-04,1ec5373950b7877c5de483a123223810,SC,1,1,0,197.7,175.0,22.7,1,197.7,4.0,4.0,1.0,0.0,0.0,0.0,2,4,14,,,,,1.0,1.0,,,
2017-04-04,1f3365ddc6456d082f482309326f037c,SP,1,1,0,21.240000000000002,9.5,11.74,1,21.24,2.0,2.0,1.0,0.0,0.0,0.0,2,4,14,,,,,1.0,1.0,,,
2017-04-04,20ed63974a9207895b4e56993e5a9a3c,SP,1,1,0,116.75,99.9,16.85,1,116.75,3.0,3.0,1.0,0.0,0.0,0.0,2,4,14,,,,,1.0,1.0,,,
2017-04-04,243bb58796ed2164b831fb75e1241888,SP,1,1,0,38.95,27.99,10.96,1,38.95,1.0,1.0,0.0,1.0,0.0,0.0,2,4,14,,1.0,,,1.0,1.0,,0.0,
2017-04-04,24fffbd0188d2b7ceb351214c514b28c,SP,1,1,0,296.03,279.9,16.13,1,296.03,2.0,2.0,1.0,0.0,0.0,0.0,2,4,14,,,,,1.0,1.0,,,
2017-04-04,271ce3fc018562e90257af8cd2af06bd,SP,1,1,0,82.12,72.62,9.5,1,82.12,1.0,1.0,1.0,0.0,0.0,0.0,2,4,14,,,,,1.0,1.0,,,
2017-04-04,2a5806f10d0f00e5ad032dd2e3c8806e,MG,1,1,0,224.70000000000002,186.99,37.71,1,224.7,10.0,10.0,1.0,0.0,0.0,0.0,2,4,14,,,,,1.0,1.0,,,
2017-04-04,2ce375bc4110d978ae33e7d48d63f599,SP,1,1,0,60.46,44.9,15.56,1,60.46,6.0,6.0,1.0,0.0,0.0,0.0,2,4,14,,,,,1.0,1.0,,,
2017-04-04,31639956e7fac87ecfd9d608040638bd,BA,1,1,0,84.05000000000001,64.9,19.15,1,84.05,5.0,5.0,1.0,0.0,0.0,0.0,2,4,14,,,,,1.0,1.0,,,
2017-04-04,33404a09d81156efd8d2299cf5568f1f,SP,1,1,0,51.64,39.9,11.74,1,51.64,1.0,1.0,1.0,0.0,0.0,0.0,2,4,14,,,,,1.0,1.0,,,
2017-04-04,3377b442347c19fe5f5d740892c180e6,RJ,1,1,0,85.15,69.9,15.25,1,85.15,1.0,1.0,0.0,1.0,0.0,0.0,2,4,14,,,,,1.0,1.0,,,
2017-04-04,36e89a9ec56f96288ea7fbb266132288,RJ,1,1,0,34.42,19.9,14.52,1,68.84,1.0,1.0,0.0,1.0,0.0,0.0,2,4,14,,,,,1.0,1.0,,,
2017-04-04,3e442d09f9dfef002aadf31960869f65,SP,1,1,0,42.42,27.9,14.52,1,42.42,1.0,1.0,0.0,1.0,0.0,0.0,2,4,14,,,,,1.0,1.0,,,
2017-04-04,4ae634441e444ca4bc85903cafe98d73,CE,1,1,0,43.79,18.95,24.84,1,43.79,1.0,1.0,0.0,1.0,0.0,0.0,2,4,14,,,,,1.0,1.0,,,
2017-04-04,4c1bbc12438daec98a77243c2bf7a3ba,SP,1,1,0,177.16000000000003,146.99,30.17,1,177.16,3.0,3.0,1.0,0.0,0.0,0.0,2,4,14,,,,,1.0,1.0,,,
2017-04-04,4ede61f4c026ce233e4ba9ff9444ee09,MG,1,1,0,286.09,269.0,17.09,1,286.09,6.0,6.0,1.0,0.0,0.0,0.0,2,4,14,,,,,1.0,1.0,,,
2017-04-04,4fcb3d9a5f4871e8362dfedbdb02b064,SP,1,1,0,160.22000000000003,143.8,16.42,1,425.2,8.0,8.0,1.0,0.0,0.0,0.0,2,4,14,,,,,1.5,1.25,,,
2017-04-04,50b9ed3a22932b28d452c73046083f5d,RJ,1,1,0,49.120000000000005,34.6,14.52,1,49.12,1.0,1.0,1.0,0.0,0.0,0.0,2,4,14,,,,,1.0,1.0,,,
2017-04-04,50fe86b557f5fa0dd5d24d5d105e4ec7,MG,1,2,0,151.48,63.9,11.84,1,151.48,6.0,6.0,1.0,0.0,0.0,0.0,2,4,14,,,,,2.0,2.0,,,
2017-04-04,566a14211efb01bf3e8ac11007379e93,RJ,1,1,0,34.42,19.9,14.52,1,68.84,1.0,1.0,0.0,1.0,0.0,0.0,2,4,14,,,,,1.0,1.0,,,
2017-04-04,5a6e53c3b4e8684b13388d6aa4afdf12,SP,1,1,0,30.509999999999998,15.99,14.52,1,30.51,1.0,1.0,0.0,1.0,0.0,0.0,2,4,14,,1.0,,,1.0,1.375,,0.0,
2017-04-04,5bfc7506459ae2a7b4b573fe557a58e1,RJ,1,1,0,85.60000000000001,69.9,15.7,1,85.6,6.0,6.0,1.0,0.0,0.0,0.0,2,4,14,,,,,1.0,1.0,,,
2017-04-04,5fff011a1080f30f5ef452bf7ea65820,MG,1,1,0,166.25,149.99,16.26,1,166.25,1.0,1.0,0.3333333333333333,0.0,0.6666666666666666,0.0,2,4,14,,,,,1.0,1.0,,,
2017-04-04,66484d3ad6c8fcd55265bfdb060fc8cc,SP,1,1,0,348.89,328.0,20.89,1,348.89,1.0,1.0,0.0,1.0,0.0,0.0,2,4,14,,,,,1.0,1.0,,,
2017-04-04,668627d7997bde540866a91f02484ae6,SP,1,1,0,17.29,6.33,10.96,1,17.29,1.0,1.0,0.0,1.0,0.0,0.0,2,4,14,,,,,1.0,1.0,,,
2017-04-04,704a6d9f35e39b53c509c886045329ef,RS,1,1,0,50.05,34.0,16.05,1,50.05,1.0,1.0,0.0,1.0,0.0,0.0,2,4,14,,,,,1.0,1.0,,,
2017-04-04,70ef02956d1b9d6a8b1aa4f7b206e210,ES,1,1,0,123.45,107.0,16.45,1,123.45,1.0,1.0,1.0,0.0,0.0,0.0,2,4,14,,,,,1.0,1.0,,,
2017-04-04,71fa3ded050dac9c89b71383bbe4df76,RS,1,1,0,50.01,35.9,14.11,1,50.01,1.0,1.0,1.0,0.0,0.0,0.0,2,4,14,,,,,1.0,1.0,,,
2017-04-04,74e48c5377480b7d048d7b294abc569b,MG,1,1,0,91.23,75.0,16.23,1,91.23,1.0,1.0,1.0,0.0,0.0,0.0,2,4,14,,1.0,,,1.0,1.0,,0.0,
2017-04-04,78b7b1ff2d3f06a589354ddf2f4f9db3,SP,1,1,0,309.12,292.9,16.22,1,309.12,3.0,3.0,1.0,0.0,0.0,0.0,2,4,14,1.0,,,,1.0,1.0,0.0,,
2017-04-04,7bbc646134de228a74392d8407d16df8,RJ,1,3,0,132.72,34.9,9.34,1,132.72,1.0,1.0,1.0,0.0,0.0,0.0,2,4,14,,,,,3.0,3.0,,,
2017-04-04,81e32892fb8587aa24b175d42bb6bfcc,SP,1,1,0,172.67000000000002,157.8,14.87,1,172.67,1.0,1.0,1.0,0.0,0.0,0.0,2,4,14,,,,,1.0,1.0,,,
2017-04-04,8232a265a535c1f886b38335667be2a5,SP,1,1,0,71.8,59.99,11.81,1,71.8,1.0,1.0,0.0,1.0,0.0,0.0,2,4,14,,,,,1.0,1.0,,,
2017-04-04,840c7da1a74c54e903c0c6b86d44deed,SP,1,1,0,426.42,409.38,17.04,1,426.42,1.0,1.0,0.3333333333333333,0.0,0.6666666666666666,0.0,2,4,14,,,,,1.0,1.0,,,
2017-04-04,8b41e0e27cc6de15e59de3853fcf51ce,SP,1,1,0,66.67,54.9,11.77,1,66.67,1.0,1.0,1.0,0.0,0.0,0.0,2,4,14,,,,,1.0,1.0,,,
2017-04-04,8c4456c061013adccb1ba4cbce2d0365,CE,1,1,0,764.52,738.9,25.62,1,764.52,10.0,10.0,1.0,0.0,0.0,0.0,2,4,14,,,,,1.0,1.0,,,
2017-04-04,8e312c483d79e02dbc1d68cce77e26c8,MG,1,1,0,40.519999999999996,26.0,14.52,1,81.04,5.0,5.0,1.0,0.0,0.0,0.0,2,4,14,,,,,1.0,1.0,,,
2017-04-04,945d5b64caf3027a69078cd3254657a7,PR,1,1,0,97.3,80.0,17.3,1,97.3,1.0,1.0,1.0,0.0,0.0,0.0,2,4,14,,,,,1.0,1.0,,,
2017-04-04,95c2c14503645a9f87cf2401c523482c,PR,1,1,0,33.51,18.99,14.52,1,33.51,3.0,3.0,1.0,0.0,0.0,0.0,2,4,14,,,,,1.0,1.0,,,
2017-04-04,95dacbf52db1d378303344b43f821cb6,PR,1,1,0,167.59,149.8,17.79,1,167.59,3.0,3.0,1.0,0.0,0.0,0.0,2,4,14,,,,,1.0,1.0,,,
2017-04-04,99a4788cb24856965c36a24e339b6058,SP,1,2,0,202.28,89.9,11.24,1,202.28,5.0,5.0,1.0,0.0,0.0,0.0,2,4,14,,,,,1.5,1.2857142857142858,,,
2017-04-04,9a0620ddaf3055b7e588e936e036a529,ES,1,2,0,218.24,89.9,19.22,1,218.24,10.0,10.0,1.0,0.0,0.0,0.0,2,4,14,,,,,2.0,2.0,,,
2017-04-04,a5c36ddbcb3dae3f3f2e60c141b6b650,RJ,1,1,0,218.04000000000002,199.9,18.14,1,218.04,1.0,1.0,0.0,1.0,0.0,0.0,2,4,14,,,,,1.0,1.0,,,
2017-04-04,ab1106e227a745836a0dc83b374e2575,SP,1,1,0,30.95,19.99,10.96,1,30.95,1.0,1.0,1.0,0.0,0.0,0.0,2,4,14,,,,,1.0,1.0,,,
2017-04-04,ab9cf155f8280c3739b09fe341a185e8,SP,1,1,0,29.91,18.95,10.96,1,29.91,2.0,2.0,1.0,0.0,0.0,0.0,2,4,14,,,,,1.0,1.0,,,
2017-04-04,af14fe70f0c9ddfe9914b0ced0998d40,MG,1,2,0,248.02,105.0,19.01,1,248.02,1.0,1.0,1.0,0.0,0.0,0.0,2,4,14,,,,,2.0,2.0,,,
2017-04-04,b5b5a82ce5f1987b7e670f37629be51b,PE,1,1,0,84.81,59.9,24.91,1,84.81,2.0,2.0,1.0,0.0,0.0,0.0,2,4,14,,,,,1.0,1.0,,,
2017-04-04,ba3f298a122a95c4928e8b8628e8520e,SP,1,1,0,114.78999999999999,98.99,15.8,1,114.79,2.0,2.0,1.0,0.0,0.0,0.0,2,4,14,,,,,1.0,1.0,,,
2017-04-04,bb444fb9b046f038317b39f651f305b2,ES,1,1,0,106.19,86.99,19.2,1,106.19,5.0,5.0,1.0,0.0,0.0,0.0,2,4,14,,,,,1.0,1.0,,,
2017-04-04,bd4b8ef786f95b66ded2f483293318ea,GO,1,1,0,177.54,159.0,18.54,1,177.54,10.0,10.0,1.0,0.0,0.0,0.0,2,4,14,,,,,1.0,1.0,,,
2017-04-04,bf128711128b70eaa9e07df69e9a75e2,MG,1,1,0,138.26,119.99,18.27,1,138.26,1.0,1.0,0.0,1.0,0.0,0.0,2,4,14,,,,,1.0,1.0,,,
2017-04-04,bf128711128b70eaa9e07df69e9a75e2,PR,1,1,0,141.28,119.99,21.29,1,141.28,1.0,1.0,0.0,1.0,0.0,0.0,2,4,14,,,,,1.0,1.0,,,
2017-04-04,bf128711128b70eaa9e07df69e9a75e2,SP,1,1,0,141.28,119.99,21.29,1,141.28,1.0,1.0,0.0,1.0,0.0,0.0,2,4,14,,,,,1.0,1.0,,,
2017-04-04,c03500a4a72be532834b3d947821d519,GO,1,1,0,76.02,59.9,16.12,1,76.02,1.0,1.0,1.0,0.0,0.0,0.0,2,4,14,,,,,1.0,1.0,,,
